"screen_id","screen_title","control","control_type","current_implementation","expected_on_click","confirmation_required","permission_gate","data_effect","priority","implementation_note"
"PRO_009","Appearance","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_009","Appearance","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_009","Appearance","Select option","option","PLANNED_REQUIRED","save preference","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_010","Sound and Haptics","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_010","Sound and Haptics","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_010","Sound and Haptics","Toggle preference","toggle","PLANNED_REQUIRED","save preference/permission state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_011","Notifications","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_011","Notifications","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_011","Notifications","Toggle preference","toggle","PLANNED_REQUIRED","save preference/permission state","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_012","Privacy and Data","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_012","Privacy and Data","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_012","Privacy and Data","Open data control","row","PLANNED_REQUIRED","open export/delete/permission detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_013","Export Data","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_013","Export Data","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_013","Export Data","Request export","primary","PLANNED_REQUIRED","create export job","yes","network","write export request","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_014","Delete Account","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_014","Delete Account","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_014","Delete Account","Request deletion","destructive","PLANNED_REQUIRED","create deliberate deletion request","yes","network","write deletion request","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_015","Terms and Privacy","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_015","Terms and Privacy","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_015","Terms and Privacy","Open data control","row","PLANNED_REQUIRED","open export/delete/permission detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_016","Help Center","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_016","Help Center","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_016","Help Center","Search help","field","PLANNED_REQUIRED","search help","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_016","Help Center","Article","row","PLANNED_REQUIRED","open help article","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_017","Finish Personalization","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_017","Finish Personalization","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_017","Finish Personalization","Continue setup","primary","PLANNED_REQUIRED","resume onboarding/setup","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_018","Profile Offline","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_018","Profile Offline","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_018","Profile Offline","Retry sync","primary","PLANNED_REQUIRED","refresh profile","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"DEV_001","Devices Dashboard","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"DEV_001","Devices Dashboard","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"DEV_001","Devices Dashboard","Device row","row","PLANNED_REQUIRED","open Device Detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"DEV_001","Devices Dashboard","Sync now","secondary","PLANNED_REQUIRED","start sync","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"DEV_001","Devices Dashboard","Manage permissions","secondary","PLANNED_REQUIRED","open Device Permissions","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"DEV_001","Devices Dashboard","Disconnect","destructive","PLANNED_REQUIRED","open confirmation","yes","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"DEV_002","Connect Wear OS","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"DEV_002","Connect Wear OS","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"DEV_002","Connect Wear OS","Start discovery","primary","PLANNED_REQUIRED","open Device Discovery","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"DEV_003","Device Discovery","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"DEV_003","Device Discovery","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"DEV_003","Device Discovery","Device result","row","PLANNED_REQUIRED","open Device Found","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"DEV_004","Device Found","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"DEV_004","Device Found","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"DEV_004","Device Found","Pair","primary","PLANNED_REQUIRED","start pairing","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"DEV_005","Pairing","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"DEV_005","Pairing","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"DEV_005","Pairing","Cancel","secondary","PLANNED_REQUIRED","cancel pairing safely","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
